Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
Pavilion DES 2024-2033-90,TAC Pacific Purchase,Singapore,,2031-06-15,Pavilion DES 2024-2033-90,Singapore,2031-06-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-07-04,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.86"
BPCHC SZG 2023-2032-41,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-07-04,BPCHC SZG 2023-2032-41,Guangdong LNG Terminal,2031-07-04,Ex Ship,Spot Index,Singapore,2031-07-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-91,TAC Pacific Purchase,Singapore,,2031-07-15,Pavilion DES 2024-2033-91,Singapore,2031-07-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-07-19,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.87"
GZG SPA 2022-2034-93,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-07-19,GZG SPA 2022-2034-93,Guangdong LNG Terminal,2031-07-19,Ex Ship,GZG DES 2022-2034,Senboku,2031-08-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.71"
OG SPA 2026-2039-34,TAC Pacific Purchase,Senboku,,2031-08-01,OG SPA 2026-2039-34,Senboku,2031-08-01,Ex Ship,OG SPA 2026-2039,Singapore,2031-08-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-92,TAC Pacific Purchase,Singapore,,2031-08-15,Pavilion DES 2024-2033-92,Singapore,2031-08-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-08-27,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.88"
GZG SPA 2022-2034-94,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-08-27,GZG SPA 2022-2034-94,Guangdong LNG Terminal,2031-08-27,Ex Ship,GZG DES 2022-2034,Singapore,2031-09-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.72"
Pavilion DES 2024-2033-93,TAC Pacific Purchase,Singapore,,2031-09-15,Pavilion DES 2024-2033-93,Singapore,2031-09-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-09-24,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.89"
BPCHC SZG 2023-2032-42,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-09-24,BPCHC SZG 2023-2032-42,Guangdong LNG Terminal,2031-09-24,Ex Ship,Spot Index,Senboku,2031-10-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
OG SPA 2026-2039-35,TAC Pacific Purchase,Senboku,,2031-10-01,OG SPA 2026-2039-35,Senboku,2031-10-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2031-10-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-95,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-10-05,GZG SPA 2022-2034-95,Guangdong LNG Terminal,2031-10-05,Ex Ship,GZG DES 2022-2034,Singapore,2031-10-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.73"
Pavilion DES 2024-2033-94,TAC Pacific Purchase,Singapore,,2031-10-15,Pavilion DES 2024-2033-94,Singapore,2031-10-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-11-13,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.90"
GZG SPA 2022-2034-96,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-11-13,GZG SPA 2022-2034-96,Guangdong LNG Terminal,2031-11-13,Ex Ship,GZG DES 2022-2034,Singapore,2031-11-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.74"
Pavilion DES 2024-2033-95,TAC Pacific Purchase,Singapore,,2031-11-15,Pavilion DES 2024-2033-95,Singapore,2031-11-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2031-12-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.91"
OG SPA 2026-2039-36,TAC Pacific Purchase,Senboku,,2031-12-01,OG SPA 2026-2039-36,Senboku,2031-12-01,Ex Ship,OG SPA 2026-2039,Singapore,2031-12-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-96,TAC Pacific Purchase,Singapore,,2031-12-15,Pavilion DES 2024-2033-96,Singapore,2031-12-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2031-12-16,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.92"
BPCHC SZG 2023-2032-43,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-12-16,BPCHC SZG 2023-2032-43,Guangdong LNG Terminal,2031-12-16,Ex Ship,Spot Index,Guangdong LNG Terminal,2031-12-22,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-97,TAC Pacific Purchase,Guangdong LNG Terminal,,2031-12-22,GZG SPA 2022-2034-97,Guangdong LNG Terminal,2031-12-22,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2032-01-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.75"
GZG SPA 2022-2034-98,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-01-05,GZG SPA 2022-2034-98,Guangdong LNG Terminal,2032-01-05,Ex Ship,GZG DES 2022-2034,Singapore,2032-01-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.76"
Pavilion DES 2024-2033-97,TAC Pacific Purchase,Singapore,,2032-01-15,Pavilion DES 2024-2033-97,Singapore,2032-01-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-01-20,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.93"
BPCHC SZG 2023-2032-44,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-01-20,BPCHC SZG 2023-2032-44,Guangdong LNG Terminal,2032-01-20,Ex Ship,Spot Index,Senboku,2032-02-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
OG SPA 2026-2039-37,TAC Pacific Purchase,Senboku,,2032-02-01,OG SPA 2026-2039-37,Senboku,2032-02-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2032-02-13,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-99,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-02-13,GZG SPA 2022-2034-99,Guangdong LNG Terminal,2032-02-13,Ex Ship,GZG DES 2022-2034,Singapore,2032-02-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.77"
Pavilion DES 2024-2033-98,TAC Pacific Purchase,Singapore,,2032-02-15,Pavilion DES 2024-2033-98,Singapore,2032-02-15,Ex Ship,Pavilion DES 2024-2033,Singapore,2032-03-15,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.94"
Pavilion DES 2024-2033-99,TAC Pacific Purchase,Singapore,,2032-03-15,Pavilion DES 2024-2033-99,Singapore,2032-03-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-03-23,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.95"
GZG SPA 2022-2034-100,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-03-23,GZG SPA 2022-2034-100,Guangdong LNG Terminal,2032-03-23,Ex Ship,GZG DES 2022-2034,Guangdong LNG Terminal,2032-04-11,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.78"
BPCHC SZG 2023-2032-45,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-04-11,BPCHC SZG 2023-2032-45,Guangdong LNG Terminal,2032-04-11,Ex Ship,Spot Index,Singapore,2032-04-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-100,TAC Pacific Purchase,Singapore,,2032-04-15,Pavilion DES 2024-2033-100,Singapore,2032-04-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-05-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.96"
GZG SPA 2022-2034-101,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-05-01,GZG SPA 2022-2034-101,Guangdong LNG Terminal,2032-05-01,Ex Ship,GZG DES 2022-2034,Senboku,2032-05-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.79"
OG SPA 2026-2039-38,TAC Pacific Purchase,Senboku,,2032-05-01,OG SPA 2026-2039-38,Senboku,2032-05-01,Ex Ship,OG SPA 2026-2039,Singapore,2032-05-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-101,TAC Pacific Purchase,Singapore,,2032-05-15,Pavilion DES 2024-2033-101,Singapore,2032-05-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-06-09,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.97"
GZG SPA 2022-2034-102,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-06-09,GZG SPA 2022-2034-102,Guangdong LNG Terminal,2032-06-09,Ex Ship,GZG DES 2022-2034,Singapore,2032-06-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.80"
Pavilion DES 2024-2033-102,TAC Pacific Purchase,Singapore,,2032-06-15,Pavilion DES 2024-2033-102,Singapore,2032-06-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2032-07-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.98"
OG SPA 2026-2039-39,TAC Pacific Purchase,Senboku,,2032-07-01,OG SPA 2026-2039-39,Senboku,2032-07-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2032-07-03,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
BPCHC SZG 2023-2032-46,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-07-03,BPCHC SZG 2023-2032-46,Guangdong LNG Terminal,2032-07-03,Ex Ship,Spot Index,Singapore,2032-07-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Pavilion DES 2024-2033-103,TAC Pacific Purchase,Singapore,,2032-07-15,Pavilion DES 2024-2033-103,Singapore,2032-07-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-07-18,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.99"
GZG SPA 2022-2034-103,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-07-18,GZG SPA 2022-2034-103,Guangdong LNG Terminal,2032-07-18,Ex Ship,GZG DES 2022-2034,Singapore,2032-08-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.81"
Pavilion DES 2024-2033-104,TAC Pacific Purchase,Singapore,,2032-08-15,Pavilion DES 2024-2033-104,Singapore,2032-08-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-08-26,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.100"
GZG SPA 2022-2034-104,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-08-26,GZG SPA 2022-2034-104,Guangdong LNG Terminal,2032-08-26,Ex Ship,GZG DES 2022-2034,Senboku,2032-09-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.82"
OG SPA 2026-2039-40,TAC Pacific Purchase,Senboku,,2032-09-01,OG SPA 2026-2039-40,Senboku,2032-09-01,Ex Ship,OG SPA 2026-2039,Singapore,2032-09-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
Pavilion DES 2024-2033-105,TAC Pacific Purchase,Singapore,,2032-09-15,Pavilion DES 2024-2033-105,Singapore,2032-09-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-09-23,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.101"
BPCHC SZG 2023-2032-47,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-09-23,BPCHC SZG 2023-2032-47,Guangdong LNG Terminal,2032-09-23,Ex Ship,Spot Index,Guangdong LNG Terminal,2032-10-04,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-105,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-10-04,GZG SPA 2022-2034-105,Guangdong LNG Terminal,2032-10-04,Ex Ship,GZG DES 2022-2034,Singapore,2032-10-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.83"
Pavilion DES 2024-2033-106,TAC Pacific Purchase,Singapore,,2032-10-15,Pavilion DES 2024-2033-106,Singapore,2032-10-15,Ex Ship,Pavilion DES 2024-2033,Senboku,2032-11-01,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.102"
OG SPA 2026-2039-41,TAC Pacific Purchase,Senboku,,2032-11-01,OG SPA 2026-2039-41,Senboku,2032-11-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2032-11-12,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-106,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-11-12,GZG SPA 2022-2034-106,Guangdong LNG Terminal,2032-11-12,Ex Ship,GZG DES 2022-2034,Singapore,2032-11-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.84"
Pavilion DES 2024-2033-107,TAC Pacific Purchase,Singapore,,2032-11-15,Pavilion DES 2024-2033-107,Singapore,2032-11-15,Ex Ship,Pavilion DES 2024-2033,Singapore,2032-12-15,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.103"
Pavilion DES 2024-2033-108,TAC Pacific Purchase,Singapore,,2032-12-15,Pavilion DES 2024-2033-108,Singapore,2032-12-15,Ex Ship,Pavilion DES 2024-2033,Guangdong LNG Terminal,2032-12-15,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.104"
BPCHC SZG 2023-2032-48,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-12-15,BPCHC SZG 2023-2032-48,Guangdong LNG Terminal,2032-12-15,Ex Ship,Spot Index,Guangdong LNG Terminal,2032-12-21,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
GZG SPA 2022-2034-107,TAC Pacific Purchase,Guangdong LNG Terminal,,2032-12-21,GZG SPA 2022-2034-107,Guangdong LNG Terminal,2032-12-21,Ex Ship,GZG DES 2022-2034,Senboku,2033-01-01,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.85"
OG SPA 2026-2039-42,TAC Pacific Purchase,Senboku,,2033-01-01,OG SPA 2026-2039-42,Senboku,2033-01-01,Ex Ship,OG SPA 2026-2039,Guangdong LNG Terminal,2033-01-05,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79"
GZG SPA 2022-2034-108,TAC Pacific Purchase,Guangdong LNG Terminal,,2033-01-05,GZG SPA 2022-2034-108,Guangdong LNG Terminal,2033-01-05,Ex Ship,GZG DES 2022-2034,Singapore,2033-01-15,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.86"
