Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes,Carriage Type
T4-385,T4 TRINIDAD,Point Fortin,170022,31/08/2026,TAC T4-385,TAC Europe,12/09/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Qatargas 2022-2026-66,Qatargas 2022-2026,Ras Laffan (Rich),160444,01/09/2026,TAC Qatargas 2022-2026-66,Tokyo,20/09/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1041",,BP Delivered
OG SPA 2026-2039-04,TAC Pacific Purchase,Senboku,,01/09/2026,OG SPA 2026-2039-04,Senboku,01/09/2026,Ex Ship,OG SPA 2026-2039,Cochin,04/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79",FOB Sale
VG1-87,Spot Index,Sabine Pass LNG Terminal,170060,03/09/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Exxon SPA-70,TAC Middle East Purchase,Cochin,,04/09/2026,Exxon SPA-70,Cochin,04/09/2026,Ex Ship,Exxon SPA,Sakai LNG,09/09/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Freeport -422,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,06/09/2026,TAC Freeport -422,TAC Europe,19/09/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-81,TAC Pacific Purchase,Sakai LNG,,09/09/2026,Kansai-BPS SPA 2-81,Sakai LNG,09/09/2026,Ex Ship,Kansai II,Map Ta Phut,10/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
PTT-SPA-2018-135,TAC Pacific Purchase,Map Ta Phut,,10/09/2026,PTT-SPA-2018-135,Map Ta Phut,10/09/2026,Ex Ship,PTT,Singapore,15/09/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Woodfibre LNG -17,Fixed,Woodfibre LNG,154347,11/09/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
Freeport -423,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,12/09/2026,TAC Freeport -423,TAC Europe,25/09/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
T4-386,T4 TRINIDAD,Point Fortin,170023,15/09/2026,TAC T4-386,TAC Europe,27/09/2026,Charter Vessel (DFDE-155),TAC Europe Sale,,,No,No,,,,,,,,,,South America,European Union,Confirmed,Notional,15.53787879,,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-33,TAC Pacific Purchase,Singapore,,15/09/2026,Pavilion DES 2024-2033-33,Singapore,15/09/2026,Ex Ship,Pavilion DES 2024-2033,Tianjin Lingang,19/09/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.29",FOB Sale
Freeport -424,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,17/09/2026,TAC Freeport -424,TAC Europe,30/09/2026,Maran Gas Alexandria,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",17/10/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,13.2578125,Longs against TAC Europe,,,BP Delivered
VG1-88,Spot Index,Sabine Pass LNG Terminal,170060,17/09/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
CNOOC 2019-2039-115,TAC Pacific Purchase,Tianjin Lingang,,19/09/2026,CNOOC 2019-2039-115,Tianjin Lingang,19/09/2026,Ex Ship,CNOOC 2019-2039,Futtsu,21/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,,Shorts against TAC Pacific,,,DES Purchase
Qatargas 2022-2026-67,Qatargas 2022-2026,Ras Laffan (Rich),160444,20/09/2026,TAC Qatargas 2022-2026-67,Tokyo,09/10/2026,Charter Vessel (MEGI-PRS),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1042",,BP Delivered
JERA (TEPCO)-BPS SPA-139,TAC Pacific Purchase,Futtsu,,21/09/2026,JERA (TEPCO)-BPS SPA-139,Futtsu,21/09/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Sakai LNG,29/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -425,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,23/09/2026,TAC Freeport -425,TAC Europe,06/10/2026,BW Pavilion Leeara,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",23/10/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,13.2578125,Longs against TAC Europe,,,BP Delivered
NWS Equity -63,NWS Equity 2H,Withnell Bay,160000,28/09/2026,TAC NWS Equity -64,TAC Pacific,09/10/2026,Charter Vessel (DFDE-155),TAC Pacific Sale,,,No,No,,,,,,,,,,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,17.01754386,,Longs against TAC Pacific,,,BP Delivered
Freeport -426,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,29/09/2026,TAC Freeport -426,TAC Europe,12/10/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 1-73,TAC Pacific Purchase,Sakai LNG,,29/09/2026,Kansai-BPS SPA 1-73,Sakai LNG,29/09/2026,Ex Ship,Kansai,Cochin,30/09/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Exxon SPA-71,TAC Middle East Purchase,Cochin,,30/09/2026,Exxon SPA-71,Cochin,30/09/2026,Ex Ship,Exxon SPA,Krk Island,03/10/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,FOB Sale
VG1-89,Spot Index,Sabine Pass LNG Terminal,170060,30/09/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
PPD Mid Term 2020-50,TAC Atlantic Purchase,Krk Island,,03/10/2026,PPD Mid Term 2020-50,Krk Island,03/10/2026,Ex Ship,PPD Mid Term 2020,Map Ta Phut,04/10/2026,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,0,Shorts against TAC Atlantic,,,DES Purchase
PTT-SPA-2018-136,TAC Pacific Purchase,Map Ta Phut,,04/10/2026,PTT-SPA-2018-136,Map Ta Phut,04/10/2026,Ex Ship,PTT,"Freeport LNG Terminal, Texas, U.S.A.",05/10/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -427,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",142985,05/10/2026,CNOOC FOB 2019-2039-28,"Freeport LNG Terminal, Texas, U.S.A.",05/10/2026,Ex Ship,CNOOC 2019-2039 FOB,Futtsu,14/10/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,DES Purchase
Qatargas 2022-2026-68,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/10/2026,TAC Qatargas 2022-2026-68,Tokyo,27/10/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1043",,BP Delivered
Freeport -428,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,11/10/2026,TAC Freeport -428,TAC Europe,24/10/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
JERA (TEPCO)-BPS SPA-140,TAC Pacific Purchase,Futtsu,,14/10/2026,JERA (TEPCO)-BPS SPA-140,Futtsu,14/10/2026,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Tianjin Lingang,14/10/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
CNOOC 2019-2039-116,TAC Pacific Purchase,Tianjin Lingang,,14/10/2026,CNOOC 2019-2039-116,Tianjin Lingang,14/10/2026,Ex Ship,CNOOC 2019-2039,Singapore,15/10/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Woodfibre LNG -18,Fixed,Woodfibre LNG,154347,14/10/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
VG1-90,Spot Index,Sabine Pass LNG Terminal,170060,14/10/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Pavilion DES 2024-2033-34,TAC Pacific Purchase,Singapore,,15/10/2026,Pavilion DES 2024-2033-34,Singapore,15/10/2026,Ex Ship,Pavilion DES 2024-2033,Joetsu,18/10/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.30",FOB Sale
Freeport -429,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,17/10/2026,TAC Freeport -429,TAC Europe,30/10/2026,Maran Gas Alexandria,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",15/11/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,14.14166667,Longs against TAC Europe,,,BP Delivered
JERA (Chubu)-BPS SPA-74,TAC Pacific Purchase,Joetsu,,18/10/2026,JERA (Chubu)-BPS SPA-74,Joetsu,18/10/2026,Ex Ship,Chubu - NBP,Sakai LNG,19/10/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Kansai-BPS SPA 2-82,TAC Pacific Purchase,Sakai LNG,,19/10/2026,Kansai-BPS SPA 2-82,Sakai LNG,19/10/2026,Ex Ship,Kansai II Alternating Marketing,Cochin,26/10/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -430,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,23/10/2026,TAC Freeport -430,TAC Europe,05/11/2026,BW Pavilion Leeara,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",27/11/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,10.10119048,Longs against TAC Europe,,,BP Delivered
Exxon SPA-72,TAC Middle East Purchase,Cochin,,26/10/2026,Exxon SPA-72,Cochin,26/10/2026,Ex Ship,Exxon SPA,Map Ta Phut,28/10/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
VG1-91,Spot Index,Sabine Pass LNG Terminal,170060,27/10/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
PTT-SPA-2018-137,TAC Pacific Purchase,Map Ta Phut,,28/10/2026,PTT-SPA-2018-137,Map Ta Phut,28/10/2026,Ex Ship,PTT,Senboku,01/11/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -431,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,29/10/2026,TAC Freeport -431,TAC Europe,11/11/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
OG SPA 2026-2039-05,TAC Pacific Purchase,Senboku,,01/11/2026,OG SPA 2026-2039-05,Senboku,01/11/2026,Ex Ship,OG SPA 2026-2039,"Freeport LNG Terminal, Texas, U.S.A.",04/11/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Qty: 3.45 TBtu +/-5% at Seller?s option.    Pricing 5% x Ice Brent Frontline(1,4,1) + US$4.79",DES Purchase
Freeport -432,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",160000,04/11/2026,Pavilion FOB-20,"Freeport LNG Terminal, Texas, U.S.A.",04/11/2026,Ex Ship,Pavilion SPA FOB,Futtsu,06/11/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,FOB Sale
JERA (TEPCO)-BPS SPA-141,TAC Pacific Purchase,Futtsu,,06/11/2026,JERA (TEPCO)-BPS SPA-141,Futtsu,06/11/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Tianjin Lingang,08/11/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Qatargas 2022-2026-69,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/11/2026,TAC Qatargas 2022-2026-69,Tokyo,27/11/2026,Charter Vessel (TFDE-165),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1044",,BP Delivered
CNOOC 2019-2039-117,TAC Pacific Purchase,Tianjin Lingang,,08/11/2026,CNOOC 2019-2039-117,Tianjin Lingang,08/11/2026,Ex Ship,CNOOC 2019-2039,Sakai LNG,08/11/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Kansai-BPS SPA 1-74,TAC Pacific Purchase,Sakai LNG,,08/11/2026,Kansai-BPS SPA 1-74,Sakai LNG,08/11/2026,Ex Ship,Kansai,Singapore,15/11/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -433,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,10/11/2026,TAC Freeport -433,TAC Europe,23/11/2026,Charter Vessel (TFDE-165),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
VG1-92,Spot Index,Sabine Pass LNG Terminal,170060,10/11/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Pavilion DES 2024-2033-35,TAC Pacific Purchase,Singapore,,15/11/2026,Pavilion DES 2024-2033-35,Singapore,15/11/2026,Ex Ship,Pavilion DES 2024-2033,Krk Island,18/11/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.31",FOB Sale
Freeport -434,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,15/11/2026,TAC Freeport -434,TAC Europe,28/11/2026,Maran Gas Alexandria,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",15/12/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,13.2578125,Longs against TAC Europe,,,BP Delivered
Woodfibre LNG -19,Fixed,Woodfibre LNG,154347,16/11/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
PPD Mid Term 2020-51,TAC Atlantic Purchase,Krk Island,,18/11/2026,PPD Mid Term 2020-51,Krk Island,18/11/2026,Ex Ship,PPD Mid Term 2020,Map Ta Phut,21/11/2026,,,,,,,,,,,,European Union,European Union,Notional,Confirmed,0,,Shorts against TAC Atlantic,,,DES Purchase
PTT-SPA-2018-138,TAC Pacific Purchase,Map Ta Phut,,21/11/2026,PTT-SPA-2018-138,Map Ta Phut,21/11/2026,Ex Ship,PTT,"Freeport LNG Terminal, Texas, U.S.A.",21/11/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -435,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",142985,21/11/2026,CNOOC FOB 2019-2039-29,"Freeport LNG Terminal, Texas, U.S.A.",21/11/2026,Ex Ship,CNOOC 2019-2039 FOB,Cochin,21/11/2026,,,,,,,,,,,,North America,North America,Confirmed,Confirmed,0,0,,,,DES Purchase
Exxon SPA-73,TAC Middle East Purchase,Cochin,,21/11/2026,Exxon SPA-73,Cochin,21/11/2026,Ex Ship,Exxon SPA,Sakai LNG,28/11/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,FOB Sale
VG1-93,Spot Index,Sabine Pass LNG Terminal,170060,23/11/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -436,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,27/11/2026,TAC Freeport -436,TAC Europe,10/12/2026,BW Pavilion Leeara,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",27/12/2026,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,13.2578125,Longs against TAC Europe,,,BP Delivered
Kansai-BPS SPA 2-83,TAC Pacific Purchase,Sakai LNG,,28/11/2026,Kansai-BPS SPA 2-83,Sakai LNG,28/11/2026,Ex Ship,Kansai II,Futtsu,29/11/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
JERA (TEPCO)-BPS SPA-142,TAC Pacific Purchase,Futtsu,,29/11/2026,JERA (TEPCO)-BPS SPA-142,Futtsu,29/11/2026,Ex Ship,TEPCO 2 (Apr '19 +) Rich,Tianjin Lingang,03/12/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -437,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,03/12/2026,TAC Freeport -437,TAC Europe,16/12/2026,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
CNOOC 2019-2039-118,TAC Pacific Purchase,Tianjin Lingang,,03/12/2026,CNOOC 2019-2039-118,Tianjin Lingang,03/12/2026,Ex Ship,CNOOC 2019-2039,Joetsu,09/12/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
VG1-94,Spot Index,Sabine Pass LNG Terminal,170060,07/12/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Qatargas 2022-2026-70,Qatargas 2022-2026,Ras Laffan (Rich),160444,08/12/2026,TAC Qatargas 2022-2026-70,Tokyo,27/12/2026,Charter Vessel (MEGI-PRS),TAC Pacific Sale,,,No,No,,,,,,,,,,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Notional,15.21990741,,Longs against TAC Pacific,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1045",,BP Delivered
JERA (Chubu)-BPS SPA-75,TAC Pacific Purchase,Joetsu,,09/12/2026,JERA (Chubu)-BPS SPA-75,Joetsu,09/12/2026,Ex Ship,Chubu - NBP,Singapore,15/12/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -438,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,09/12/2026,TAC Freeport -438,TAC Europe,22/12/2026,Golar Frost,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",13/01/2027,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,10.10119048,Longs against TAC Europe,,,BP Delivered
Pavilion DES 2024-2033-36,TAC Pacific Purchase,Singapore,,15/12/2026,Pavilion DES 2024-2033-36,Singapore,15/12/2026,Ex Ship,Pavilion DES 2024-2033,Map Ta Phut,15/12/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.32",DES Purchase
PTT-SPA-2018-139,TAC Pacific Purchase,Map Ta Phut,,15/12/2026,PTT-SPA-2018-139,Map Ta Phut,15/12/2026,Ex Ship,PTT,Cochin,17/12/2026,,,,,,,,,,,,South East Asia,South East Asia,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Freeport -439,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,15/12/2026,TAC Freeport -439,TAC Europe,28/12/2026,Maran Gas Alexandria,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",19/01/2027,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,10.10119048,Longs against TAC Europe,,,BP Delivered
Exxon SPA-74,TAC Middle East Purchase,Cochin,,17/12/2026,Exxon SPA-74,Cochin,17/12/2026,Ex Ship,Exxon SPA,Sakai LNG,18/12/2026,,,,,,,,,,,,India & Middle-East,India & Middle-East,Notional,Confirmed,0,0,Shorts against TAC Middle East,,,DES Purchase
Kansai-BPS SPA 1-75,TAC Pacific Purchase,Sakai LNG,,18/12/2026,Kansai-BPS SPA 1-75,Sakai LNG,18/12/2026,Ex Ship,Kansai,Futtsu,22/12/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,FOB Sale
Woodfibre LNG -20,Fixed,Woodfibre LNG,154347,19/12/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Contract to be added - consult TAs,,BP Delivered
VG1-95,Spot Index,Sabine Pass LNG Terminal,170060,20/12/2026,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,,BP Delivered
Freeport -440,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,21/12/2026,TAC Freeport -440,TAC Europe,03/01/2027,Charter Vessel (MEGI-PRS),TAC Europe Sale,,,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,,Longs against TAC Europe,,,BP Delivered
JERA (TEPCO)-BPS SPA-143,TAC Pacific Purchase,Futtsu,,22/12/2026,JERA (TEPCO)-BPS SPA-143,Futtsu,22/12/2026,Ex Ship,TEPCO 2 (Apr '19 +) Lean,Tianjin Lingang,28/12/2026,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,0,0,Shorts against TAC Pacific,,,DES Purchase
Freeport -441,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",169156,27/12/2026,TAC Freeport -441,TAC Europe,09/01/2027,BW Pavilion Leeara,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",25/01/2027,No,No,,,,,,,,,,North America,European Union,Confirmed,Notional,18.44565217,14.14166667,Longs against TAC Europe,,,BP Delivered
